ensembl_gene_id	entrezgene_id	external_gene_name
ENSG00000282502	NA	FKBP1AP4
ENSG00000282860	NA	
ENSG00000282975	NA	LINC02034
ENSG00000002549	51056	LAP3
ENSG00000002587	9957	HS3ST1
ENSG00000004468	952	CD38
ENSG00000007062	8842	PROM1
ENSG00000014824	10463	SLC30A9
ENSG00000035928	5981	RFC1
ENSG00000038210	55300	PI4K2B
ENSG00000038219	259282	BOD1L1
ENSG00000047365	116984	ARAP2
ENSG00000047662	27146	FAM184B
ENSG00000048342	57545	CC2D2A
ENSG00000053900	29945	ANAPC4
ENSG00000064042	22998	LIMCH1
ENSG00000065882	23216	TBC1D1
ENSG00000071127	9948	WDR1
ENSG00000074966	7294	TXK
ENSG00000075539	285527	FRYL
ENSG00000078140	3093	UBE2K
ENSG00000078177	55728	N4BP2
ENSG00000091490	23231	SEL1L3
ENSG00000109132	8929	PHOX2B
ENSG00000109133	55161	TMEM33
ENSG00000109158	2557	GABRA4
ENSG00000109171	57606	SLAIN2
ENSG00000109180	54940	OCIAD1
ENSG00000109182	80157	CWH43
ENSG00000109606	1665	DHX15
ENSG00000109610	6649	SOD3
ENSG00000109618	51091	SEPSECS
ENSG00000109667	56606	SLC2A9
ENSG00000109680	55296	TBC1D19
ENSG00000109684	116449	CLNK
ENSG00000109689	57620	STIM2
ENSG00000109705	579	NKX3-2
ENSG00000109743	683	BST1
ENSG00000109787	51274	KLF3
ENSG00000109790	51088	KLHL5
ENSG00000109805	64151	NCAPG
ENSG00000109814	7358	UGDH
ENSG00000109819	10891	PPARGC1A
ENSG00000118564	26234	FBXL5
ENSG00000118579	80306	MED28
ENSG00000121892	23244	PDS5A
ENSG00000121895	80008	TMEM156
ENSG00000121897	11019	LIAS
ENSG00000124399	NA	NDUFB4P12
ENSG00000124406	10396	ATP8A1
ENSG00000134962	152831	KLB
ENSG00000135605	7006	TEC
ENSG00000137440	9982	FGFBP1
ENSG00000137441	83888	FGFBP2
ENSG00000137449	132864	CPEB2
ENSG00000145147	9353	SLIT2
ENSG00000145244	10699	CORIN
ENSG00000145246	57205	ATP10D
ENSG00000145247	132299	OCIAD2
ENSG00000145248	201780	SLC10A4
ENSG00000151552	5860	QDPR
ENSG00000151806	60558	GUF1
ENSG00000151834	2555	GABRA2
ENSG00000152990	166647	ADGRA3
ENSG00000153012	55203	LGI2
ENSG00000154274	55286	C4orf19
ENSG00000154277	7345	UCHL1
ENSG00000157765	10568	SLC34A2
ENSG00000157796	57728	WDR19
ENSG00000157869	9364	RAB28
ENSG00000163138	133015	PACRGL
ENSG00000163145	114905	C1QTNF7
ENSG00000163257	54876	DCAF16
ENSG00000163281	132789	GNPDA2
ENSG00000163285	2565	GABRG1
ENSG00000163288	2560	GABRB1
ENSG00000163293	152519	NIPAL1
ENSG00000163394	886	CCKAR
ENSG00000163612	NA	FAM86KP
ENSG00000163682	6133	RPL9
ENSG00000163683	201895	SMIM14
ENSG00000163694	54502	RBM47
ENSG00000163697	323	APBB2
ENSG00000168214	3516	RBPJ
ENSG00000168228	29063	ZCCHC4
ENSG00000168421	399	RHOH
ENSG00000169019	54951	COMMD8
ENSG00000169299	55276	PGM2
ENSG00000169676	1816	DRD5
ENSG00000169744	9079	LDB2
ENSG00000169762	202018	TAPT1
ENSG00000169851	5099	PCDH7
ENSG00000170448	152518	NFXL1
ENSG00000170516	170712	COX7B2
ENSG00000174123	81793	TLR10
ENSG00000174125	7096	TLR1
ENSG00000174130	10333	TLR6
ENSG00000174145	57495	NWD2
ENSG00000174343	55584	CHRNA9
ENSG00000177752	285525	YIPF7
ENSG00000178163	85460	ZNF518B
ENSG00000178177	254251	LCORL
ENSG00000178343	152573	SHISA3
ENSG00000179299	79730	NSUN7
ENSG00000180610	NA	ZBTB12BP
ENSG00000181826	768211	RELL1
ENSG00000181982	91050	CCDC149
ENSG00000182223	326340	ZAR1
ENSG00000182308	285429	DCAF4L1
ENSG00000183783	386617	KCTD8
ENSG00000185774	80333	KCNIP4
ENSG00000186146	644414	DEFB131A
ENSG00000186234	NA	FAM86MP
ENSG00000188438	NA	DEFB108F
ENSG00000188848	389206	BEND4
ENSG00000197057	401124	DTHD1
ENSG00000197712	92689	FAM114A1
ENSG00000198515	1259	CNGA1
ENSG00000199420	NA	RN7SKP170
ENSG00000199790	NA	RNU6-836P
ENSG00000200269	NA	RNU6-838P
ENSG00000200338	NA	RNU1-49P
ENSG00000200455	NA	RNU6-1112P
ENSG00000200720	NA	RNU6-931P
ENSG00000200999	NA	
ENSG00000201736	NA	RNA5SP160
ENSG00000201863	NA	
ENSG00000202014	NA	Y_RNA
ENSG00000202449	NA	SNORA63
ENSG00000203436	NA	Metazoa_SRP
ENSG00000205794	344967	
ENSG00000205830	NA	
ENSG00000205940	NA	HSP90AB2P
ENSG00000205946	391622	USP17L6P
ENSG00000206665	NA	RNU6-573P
ENSG00000206675	NA	RNU6-32P
ENSG00000206780	109616994	SNORA75B
ENSG00000207075	NA	Y_RNA
ENSG00000207195	NA	Y_RNA
ENSG00000207198	NA	RNU6-1195P
ENSG00000207481	NA	Y_RNA
ENSG00000207697	693158	MIR573
ENSG00000207716	693157	MIR572
ENSG00000207732	407000	MIR218-1
ENSG00000207944	693159	MIR574
ENSG00000212282	NA	RNU6-578P
ENSG00000213851	NA	
ENSG00000214846	NA	
ENSG00000215203	389207	GRXCR1
ENSG00000215278	NA	RPS7P6
ENSG00000219492	NA	
ENSG00000221275	100302277	MIR548I2
ENSG00000222182	NA	RNA5SP156
ENSG00000222206	NA	Y_RNA
ENSG00000222230	NA	RNA5SP158
ENSG00000222257	NA	RN7SKP199
ENSG00000222592	NA	RNU6-887P
ENSG00000223086	NA	RNA5SP155
ENSG00000223569	100288520	USP17L15
ENSG00000224097	NA	
ENSG00000224560	NA	
ENSG00000224569	NA	
ENSG00000225455	NA	TPI1P4
ENSG00000227140	728386	USP17L5
ENSG00000227551	100287205	USP17L12
ENSG00000228154	NA	
ENSG00000228856	728419	USP17L30
ENSG00000229579	728379	USP17L26
ENSG00000229924	100287045	FAM90A26
ENSG00000230430	728373	USP17L25
ENSG00000231051	728400	USP17L28
ENSG00000231160	NA	KLF3-AS1
ENSG00000231396	100287144	USP17L10
ENSG00000231637	728405	USP17L29
ENSG00000231707	NA	PABPC1P1
ENSG00000232264	728369	USP17L24
ENSG00000232399	100287238	USP17L13
ENSG00000232773	NA	DEFB130D
ENSG00000233136	100287178	USP17L11
ENSG00000233308	106480738	OSTN-AS1
ENSG00000233487	NA	RPSAP69
ENSG00000233565	NA	
ENSG00000233799	NA	
ENSG00000233987	NA	
ENSG00000234076	100874043	TPRG1-AS1
ENSG00000234136	NA	
ENSG00000234238	NA	
ENSG00000234386	NA	OR7E162P
ENSG00000234742	NA	
ENSG00000234805	NA	
ENSG00000235126	NA	
ENSG00000235413	NA	KRT18P63
ENSG00000235608	54729	NKX1-1
ENSG00000235780	728393	USP17L27
ENSG00000235836	NA	KIF3AP1
ENSG00000235897	100874214	TM4SF19-AS1
ENSG00000236182	NA	
ENSG00000236229	NA	VEZF1P1
ENSG00000236246	NA	
ENSG00000236297	NA	
ENSG00000236412	NA	
ENSG00000236425	NA	
ENSG00000236438	NA	FAM157A
ENSG00000236508	NA	ATP13A5-AS1
ENSG00000236833	NA	
ENSG00000236844	NA	
ENSG00000236864	NA	
ENSG00000237167	NA	
ENSG00000237170	NA	RPS7P15
ENSG00000237222	100507391	LINC01968
ENSG00000237350	NA	CDC42P6
ENSG00000237418	NA	
ENSG00000237653	NA	
ENSG00000237765	285550	FAM200B
ENSG00000237961	NA	
ENSG00000238031	NA	
ENSG00000238043	NA	
ENSG00000238077	NA	NMNAT1P3
ENSG00000238097	101929337	LINC02037
ENSG00000238632	NA	RNU7-126P
ENSG00000238694	NA	
ENSG00000238797	NA	Y_RNA
ENSG00000238902	NA	
ENSG00000238942	NA	SNORD2
ENSG00000239001	NA	RNU6-420P
ENSG00000239010	NA	RNU7-74P
ENSG00000239093	NA	
ENSG00000239122	NA	RNU2-11P
ENSG00000239247	NA	RN7SL589P
ENSG00000239464	NA	RN7SL691P
ENSG00000239532	NA	
ENSG00000239627	NA	RPL12P20
ENSG00000239679	NA	RN7SL193P
ENSG00000239983	NA	
ENSG00000240005	NA	STIM2-AS1
ENSG00000240167	NA	RPS7P7
ENSG00000241612	NA	
ENSG00000241868	NA	RN7SL434P
ENSG00000242034	NA	
ENSG00000242086	NA	MUC20-OT1
ENSG00000242197	NA	
ENSG00000242201	NA	RN7SL215P
ENSG00000242209	NA	RPL32P12
ENSG00000242262	NA	
ENSG00000242358	NA	RPS21P4
ENSG00000242431	NA	
ENSG00000242640	NA	RPS29P11
ENSG00000242686	101928521	PDE6B-AS1
ENSG00000242768	NA	
ENSG00000243005	NA	RN7SL16P
ENSG00000243260	NA	RN7SL558P
ENSG00000243339	NA	RN7SL738P
ENSG00000243449	401115	C4orf48
ENSG00000243548	NA	RN7SL101P
ENSG00000243894	NA	RPS3AP16
ENSG00000243991	NA	RN7SL447P
ENSG00000244004	NA	RPS3AP19
ENSG00000244031	NA	RPS3AP17
ENSG00000244314	NA	RN7SL36P
ENSG00000244459	NA	
ENSG00000244538	NA	
ENSG00000244675	NA	
ENSG00000245468	NA	LINC02447
ENSG00000245748	100129931	
ENSG00000245870	101927074	LINC00682
ENSG00000246095	NA	LINC01096
ENSG00000246526	339988	LINC02481
ENSG00000247193	439933	
ENSG00000247624	441009	CPEB2-DT
ENSG00000247708	100507266	STX18-AS1
ENSG00000247810	101928721	
ENSG00000248133	NA	MTND4LP22
ENSG00000248138	NA	
ENSG00000248143	105374436	LINC02383
ENSG00000248155	NA	
ENSG00000248176	NA	
ENSG00000248188	NA	
ENSG00000248215	NA	LINC02505
ENSG00000248221	104472519	STX18-IT1
ENSG00000248227	105374410	LINC02513
ENSG00000248228	100505893	SLIT2-IT1
ENSG00000248238	NA	LINC02438
ENSG00000248254	NA	
ENSG00000248256	100861517	OCIAD1-AS1
ENSG00000248262	NA	
ENSG00000248281	NA	
ENSG00000248283	NA	CCNL2P1
ENSG00000248300	105374484	LINC02360
ENSG00000248302	NA	BNIP3P41
ENSG00000248320	NA	THAP12P9
ENSG00000248338	NA	LINC02472
ENSG00000248340	NA	PIMREGP4
ENSG00000248343	NA	
ENSG00000248360	201853	LINC00504
ENSG00000248364	NA	OR7E86P
ENSG00000248399	NA	
ENSG00000248416	NA	
ENSG00000248417	NA	
ENSG00000248419	NA	
ENSG00000248425	NA	
ENSG00000248444	NA	HNRNPA1P65
ENSG00000248452	NA	
ENSG00000248466	NA	
ENSG00000248515	NA	
ENSG00000248516	NA	
ENSG00000248545	NA	
ENSG00000248564	NA	
ENSG00000248583	NA	
ENSG00000248608	NA	
ENSG00000248654	NA	MTCO3P44
ENSG00000248669	NA	
ENSG00000248685	NA	LINC02484
ENSG00000248698	152742	LINC01085
ENSG00000248744	NA	
ENSG00000248777	NA	
ENSG00000248780	NA	ARL4AP2
ENSG00000248837	NA	
ENSG00000248840	NA	
ENSG00000248843	NA	
ENSG00000248851	NA	
ENSG00000248920	100287404	USP17L19
ENSG00000248933	100287513	USP17L22
ENSG00000248936	NA	
ENSG00000248939	NA	
ENSG00000248946	NA	MTND3P22
ENSG00000248977	NA	
ENSG00000248987	NA	PRDX4P1
ENSG00000249006	NA	
ENSG00000249019	NA	
ENSG00000249025	NA	ZNF519P4
ENSG00000249047	NA	COX6B1P5
ENSG00000249064	NA	KRT18P25
ENSG00000249077	NA	
ENSG00000249079	NA	
ENSG00000249081	NA	OR5M14P
ENSG00000249104	100287327	USP17L17
ENSG00000249122	NA	
ENSG00000249145	105374374	LINC02517
ENSG00000249148	NA	
ENSG00000249207	NA	
ENSG00000249212	NA	ATP1B1P1
ENSG00000249216	NA	
ENSG00000249219	NA	
ENSG00000249228	NA	
ENSG00000249234	NA	
ENSG00000249241	101060498	LINC02265
ENSG00000249252	101929095	C1QTNF7-AS1
ENSG00000249256	NA	ATP5MGP3
ENSG00000249272	NA	UNC93B8
ENSG00000249277	NA	SLIRPP2
ENSG00000249320	NA	
ENSG00000249330	NA	
ENSG00000249334	NA	
ENSG00000249347	NA	
ENSG00000249348	100885776	UGDH-AS1
ENSG00000249441	NA	
ENSG00000249443	NA	
ENSG00000249452	NA	
ENSG00000249453	NA	
ENSG00000249482	NA	USP17L14P
ENSG00000249488	NA	NACAP5
ENSG00000249502	NA	
ENSG00000249506	NA	ZEB2P1
ENSG00000249522	NA	
ENSG00000249534	101928776	LINC01258
ENSG00000249542	NA	EEF1A1P21
ENSG00000249547	NA	
ENSG00000249563	NA	
ENSG00000249564	NA	
ENSG00000249581	645104	CLRN2
ENSG00000249592	100129917	
ENSG00000249626	NA	
ENSG00000249631	NA	
ENSG00000249649	NA	MRPS33P2
ENSG00000249667	106144599	LINC01259
ENSG00000249673	NA	NOP14-AS1
ENSG00000249678	NA	
ENSG00000249685	NA	
ENSG00000249699	101929199	LINC02261
ENSG00000249729	NA	
ENSG00000249745	NA	HMGB1P28
ENSG00000249766	NA	
ENSG00000249767	NA	ENPP7P10
ENSG00000249771	NA	
ENSG00000249780	NA	
ENSG00000249784	677770	SCARNA22
ENSG00000249799	NA	SNRPCP13
ENSG00000249811	100287478	USP17L21
ENSG00000249828	NA	
ENSG00000249844	NA	OR7E43P
ENSG00000249863	NA	
ENSG00000249866	NA	OR7E83P
ENSG00000249882	NA	LINC02501
ENSG00000249887	NA	
ENSG00000249896	NA	LINC02495
ENSG00000249930	NA	
ENSG00000249936	NA	RAC1P2
ENSG00000249948	57733	GBA3
ENSG00000249988	NA	
ENSG00000249995	NA	ECM1P2
ENSG00000249998	NA	
ENSG00000250016	NA	SNX18P23
ENSG00000250038	NA	
ENSG00000250039	NA	
ENSG00000250040	NA	RAF1P1
ENSG00000250050	NA	MTND4P9
ENSG00000250064	NA	
ENSG00000250238	NA	
ENSG00000250259	NA	
ENSG00000250312	255403	ZNF718
ENSG00000250321	NA	
ENSG00000250381	NA	UNC93B4
ENSG00000250471	NA	GMPSP1
ENSG00000250476	NA	ENPP7P9
ENSG00000250623	NA	
ENSG00000250632	100133461	LINC02171
ENSG00000250681	NA	
ENSG00000250710	NA	OR7E99P
ENSG00000250804	NA	OR7E111FP
ENSG00000250892	NA	
ENSG00000250915	101928532	
ENSG00000250940	NA	
ENSG00000250986	NA	LINC02600
ENSG00000251075	NA	HTT-AS
ENSG00000251148	NA	
ENSG00000251166	NA	OR7E163P
ENSG00000251186	NA	
ENSG00000251188	NA	
ENSG00000251229	NA	
ENSG00000251271	NA	ALG1L7P
ENSG00000251313	NA	
ENSG00000251408	NA	
ENSG00000251460	NA	
ENSG00000251535	NA	
ENSG00000251580	NA	LINC02482
ENSG00000251587	NA	LDHAP1
ENSG00000251595	79963	ABCA11P
ENSG00000251615	NA	
ENSG00000251639	NA	
ENSG00000251652	105374344	
ENSG00000251669	348926	FAM86EP
ENSG00000251689	NA	
ENSG00000252053	NA	RNU6-1101P
ENSG00000252174	NA	RNU7-18P
ENSG00000252266	NA	Y_RNA
ENSG00000252620	NA	RNU6ATAC24P
ENSG00000253399	NA	
ENSG00000253548	152138	PYDC2
ENSG00000253917	NA	
ENSG00000254094	NA	
ENSG00000258507	NA	
ENSG00000260261	NA	
ENSG00000260262	NA	
ENSG00000263631	100616201	MIR378D1
ENSG00000263776	619568	SNORA4
ENSG00000263826	NA	
ENSG00000264658	100616471	MIR4798
ENSG00000265333	100422926	MIR3137
ENSG00000265850	100616216	MIR4797
ENSG00000265882	NA	RN7SL73P
ENSG00000266690	100422826	MIR4274
ENSG00000270090	NA	
ENSG00000270170	152217	NCBP2AS2
ENSG00000270959	339929	LPP-AS2
ENSG00000271057	NA	
ENSG00000271483	NA	
ENSG00000271662	NA	
ENSG00000271977	NA	
ENSG00000272359	NA	RNU4-89P
ENSG00000272588	NA	
ENSG00000272602	152687	ZNF595
ENSG00000272620	84740	AFAP1-AS1
ENSG00000272707	NA	
ENSG00000272741	NA	
ENSG00000272783	NA	
ENSG00000272885	NA	
ENSG00000272927	NA	
ENSG00000272989	NA	LINC02012
ENSG00000273013	NA	
ENSG00000273179	NA	
ENSG00000273238	112441426	TMEM271
ENSG00000273267	NA	
ENSG00000273308	NA	
ENSG00000273331	NA	TM4SF19-DYNLT2B
ENSG00000273370	NA	
ENSG00000273375	NA	
ENSG00000273396	103695434	LINC01396
ENSG00000274693	NA	
ENSG00000275426	NA	
ENSG00000276690	NA	
ENSG00000277118	NA	Metazoa_SRP
ENSG00000277143	NA	
ENSG00000277241	NA	
ENSG00000277925	NA	Telomerase-vert
ENSG00000278026	NA	
ENSG00000279305	NA	
ENSG00000279311	NA	
ENSG00000279673	NA	
ENSG00000279862	NA	
ENSG00000282327	NA	
ENSG00000018189	22902	RUFY3
ENSG00000033178	55236	UBA6
ENSG00000035720	26228	STAP1
ENSG00000047315	5431	POLR2B
ENSG00000056291	10886	NPFFR2
ENSG00000072201	84708	LNX1
ENSG00000079557	173	AFM
ENSG00000080493	8671	SLC4A4
ENSG00000081041	2920	CXCL2
ENSG00000081051	174	AFP
ENSG00000083896	91746	YTHDC1
ENSG00000084092	84273	NOA1
ENSG00000084093	5978	REST
ENSG00000087128	28983	TMPRSS11E
ENSG00000090989	55763	EXOC1
ENSG00000109163	2798	GNRHR
ENSG00000109181	7365	UGT2B10
ENSG00000109184	23142	DCUN1D4
ENSG00000109189	64854	USP46
ENSG00000109193	6783	SULT1E1
ENSG00000109205	54959	ODAM
ENSG00000109208	26952	SMR3A
ENSG00000109220	26511	CHIC2
ENSG00000109255	10874	NMU
ENSG00000109265	57482	CRACD
ENSG00000109272	5197	PF4V1
ENSG00000109321	374	AREG
ENSG00000118804	8987	STBD1
ENSG00000118816	10983	CCNI
ENSG00000124875	6372	CXCL6
ENSG00000124882	2069	EREG
ENSG00000126545	1446	CSN1S1
ENSG00000126549	6779	STATH
ENSG00000126550	3346	HTN1
ENSG00000128039	79644	SRD5A3
ENSG00000128040	6691	SPINK2
ENSG00000128045	65997	RASL11B
ENSG00000128050	10606	PAICS
ENSG00000128052	3791	KDR
ENSG00000128059	5471	PPAT
ENSG00000132463	2926	GRSF1
ENSG00000132464	10117	ENAM
ENSG00000132465	3512	JCHAIN
ENSG00000132466	26057	ANKRD17
ENSG00000132467	57050	UTP3
ENSG00000134851	55858	TMEM165
ENSG00000134852	9575	CLOCK
ENSG00000134853	5156	PDGFRA
ENSG00000135220	79799	UGT2A3
ENSG00000135222	1447	CSN2
ENSG00000135226	54490	UGT2B28
ENSG00000138668	3184	HNRNPD
ENSG00000138669	5593	PRKG2
ENSG00000138670	153020	RASGEF1B
ENSG00000138675	2250	FGF5
ENSG00000138744	27163	NAAA
ENSG00000138750	53371	NUP54
ENSG00000138755	4283	CXCL9
ENSG00000138756	55589	BMP2K
ENSG00000138757	9908	G3BP2
ENSG00000138758	55752	SEPTIN11
ENSG00000138759	80144	FRAS1
ENSG00000138760	950	SCARB2
ENSG00000138764	901	CCNG2
ENSG00000138767	246175	CNOT6L
ENSG00000138768	8615	USO1
ENSG00000138769	8999	CDKL2
ENSG00000138771	57619	SHROOM3
ENSG00000138772	306	ANXA3
ENSG00000145216	81608	FIP1L1
ENSG00000145241	1060	CENPC
ENSG00000145242	2044	EPHA5
ENSG00000145293	58478	ENOPH1
ENSG00000145309	85438	CABS1
ENSG00000145321	2638	GC
ENSG00000150471	23284	ADGRL3
ENSG00000152784	56978	PRDM8
ENSG00000152785	651	BMP3
ENSG00000152795	9987	HNRNPDL
ENSG00000153802	9407	TMPRSS11D
ENSG00000156096	7363	UGT2B4
ENSG00000156136	1633	DCK
ENSG00000156140	9508	ADAMTS3
ENSG00000156194	5470	PPEF2
ENSG00000156219	419	ART3
ENSG00000156234	10563	CXCL13
ENSG00000156269	84779	NAA11
ENSG00000157404	3815	KIT
ENSG00000157426	132949	AASDH
ENSG00000162840	NA	MT2P1
ENSG00000163069	6443	SGCB
ENSG00000163071	132671	SPATA18
ENSG00000163291	152559	PAQR3
ENSG00000163297	118429	ANTXR2
ENSG00000163440	132954	PDCL2
ENSG00000163453	3490	IGFBP7
ENSG00000163626	285521	COX18
ENSG00000163631	213	ALB
ENSG00000163734	2921	CXCL3
ENSG00000163735	6374	CXCL5
ENSG00000163736	5473	PPBP
ENSG00000163737	5196	PF4
ENSG00000163738	441024	MTHFD2L
ENSG00000163739	2919	CXCL1
ENSG00000163743	25898	RCHY1
ENSG00000163749	339965	CCDC158
ENSG00000169116	25849	PARM1
ENSG00000169245	3627	CXCL10
ENSG00000169248	6373	CXCL11
ENSG00000169288	65008	MRPL1
ENSG00000169429	3576	CXCL8
ENSG00000169435	166824	RASSF6
ENSG00000171195	4589	MUC7
ENSG00000171199	58503	OPRPN
ENSG00000171201	10879	SMR3B
ENSG00000171209	1448	CSN3
ENSG00000171234	7364	UGT2B7
ENSG00000171476	84525	HOPX
ENSG00000173542	92597	MOB1B
ENSG00000173597	27284	SULT1B1
ENSG00000173610	10941	UGT2A1
ENSG00000173966	NA	
ENSG00000174780	6731	SRP72
ENSG00000174792	152816	ODAPH
ENSG00000174796	152815	THAP6
ENSG00000174799	9662	CEP135
ENSG00000174808	685	BTC
ENSG00000178522	258	AMBN
ENSG00000180613	170825	GSX2
ENSG00000180673	NA	EXOC5P1
ENSG00000181617	260436	FDCSP
ENSG00000182585	255324	EPGN
ENSG00000184178	152579	SCFD2
ENSG00000185873	132724	TMPRSS11B
ENSG00000186212	345079	SOWAHB
ENSG00000187054	339967	TMPRSS11A
ENSG00000187533	401137	PRR27
ENSG00000187689	401138	AMTN
ENSG00000188993	339977	LRRC66
ENSG00000189157	100129583	FAM47E
ENSG00000196472	NA	
ENSG00000196475	2712	GK2
ENSG00000196503	132946	ARL9
ENSG00000196620	7366	UGT2B15
ENSG00000197826	255119	CFAP299
ENSG00000197888	7367	UGT2B17
ENSG00000198092	389208	TMPRSS11F
ENSG00000198277	NA	
ENSG00000198301	55153	SDAD1
ENSG00000199780	NA	Y_RNA
ENSG00000199857	NA	
ENSG00000199901	NA	Y_RNA
ENSG00000199924	NA	RNU6-1252P
ENSG00000200741	NA	RNA5SP161
ENSG00000200998	NA	Y_RNA
ENSG00000201641	NA	RNU6-1187P
ENSG00000201644	NA	Y_RNA
ENSG00000201676	NA	Y_RNA
ENSG00000201775	NA	RNU6-1325P
ENSG00000202169	NA	Y_RNA
ENSG00000202358	NA	RNU6-652P
ENSG00000202374	NA	SNORA62
ENSG00000202440	NA	SNORD42
ENSG00000202485	NA	RNU6-499P
ENSG00000205649	3347	HTN3
ENSG00000205678	253017	TECRL
ENSG00000205682	NA	
ENSG00000206629	NA	RNU1-63P
ENSG00000206839	NA	RNU6-746P
ENSG00000207007	NA	RNU6-891P
ENSG00000207058	NA	RNU6-784P
ENSG00000207065	NA	RNU5A-2P
ENSG00000207307	NA	RNU6-145P
ENSG00000207385	NA	RNU6-310P
ENSG00000207428	NA	RNU6-95P
ENSG00000207448	NA	RNU6-520P
ENSG00000210839	NA	RNU6ATAC5P
ENSG00000212368	NA	RNU6-1000P
ENSG00000212490	NA	
ENSG00000212588	677810	SNORA26
ENSG00000212620	NA	SNORA75
ENSG00000213759	10720	UGT2B11
ENSG00000214062	NA	RPL7P17
ENSG00000215110	NA	UGT2B25P
ENSG00000215127	NA	SYT14P1
ENSG00000221563	100302177	MIR1269A
ENSG00000221639	NA	
ENSG00000221711	NA	
ENSG00000222236	NA	RNA5SP163
ENSG00000222644	NA	RNU2-16P
ENSG00000222765	NA	RNU2-40P
ENSG00000223305	NA	RN7SKP30
ENSG00000224218	NA	
ENSG00000225405	NA	RPS15AP17
ENSG00000225846	NA	
ENSG00000226439	NA	
ENSG00000226887	100288413	ERVMER34-1
ENSG00000226950	57291	DANCR
ENSG00000227040	NA	
ENSG00000227725	NA	GCOM2
ENSG00000228277	NA	UMLILO
ENSG00000229009	NA	TMPRSS11GP
ENSG00000229585	NA	RPL21P44
ENSG00000229717	NA	
ENSG00000231442	NA	LARP1BP1
ENSG00000232327	NA	
ENSG00000232398	NA	TMPRSS11CP
ENSG00000232471	NA	
ENSG00000233860	NA	SHROOM3-AS1
ENSG00000234036	NA	TXNP6
ENSG00000234124	286828	CSN1S2AP
ENSG00000234568	NA	BIN2P1
ENSG00000236530	NA	KPNA2P1
ENSG00000236562	NA	IFITM3P1
ENSG00000236959	NA	SULT1D1P
ENSG00000238585	NA	Y_RNA
ENSG00000239040	NA	Y_RNA
ENSG00000239545	NA	RN7SL822P
ENSG00000239793	NA	
ENSG00000240152	NA	LINC02271
ENSG00000240426	NA	
ENSG00000240545	NA	RN7SL492P
ENSG00000241250	NA	RPL17P20
ENSG00000241261	NA	RPL17P19
ENSG00000241344	NA	RPL21P47
ENSG00000242083	NA	RPL7AP31
ENSG00000242175	NA	RN7SL127P
ENSG00000242670	NA	RPL22P13
ENSG00000242727	NA	
ENSG00000243199	NA	
ENSG00000243920	NA	RPS26P24
ENSG00000243929	NA	
ENSG00000244002	NA	RPSAP39
ENSG00000244034	NA	RN7SL424P
ENSG00000244099	NA	RPS23P3
ENSG00000244194	NA	RN7SL218P
ENSG00000244422	NA	RPL38P3
ENSG00000244669	NA	
ENSG00000245067	255130	IGFBP7-AS1
ENSG00000245928	101928809	SDAD1-AS1
ENSG00000248049	NA	UBA6-AS1
ENSG00000248115	NA	
ENSG00000248117	NA	MICOS10P4
ENSG00000248122	NA	APOOP4
ENSG00000248128	NA	
ENSG00000248165	NA	
ENSG00000248184	NA	LINC02283
ENSG00000248237	NA	
ENSG00000248259	NA	MTND4LP31
ENSG00000248282	NA	MTCYBP44
ENSG00000248317	NA	
ENSG00000248328	NA	MTCO3P28
ENSG00000248336	NA	HMGN1P11
ENSG00000248375	NA	
ENSG00000248408	NA	LINC02469
ENSG00000248447	NA	
ENSG00000248448	NA	COX5BP1
ENSG00000248479	NA	
ENSG00000248494	NA	LNX1-AS2
ENSG00000248505	NA	LINC02380
ENSG00000248518	NA	
ENSG00000248532	NA	
ENSG00000248543	NA	NPM1P41
ENSG00000248547	NA	
ENSG00000248567	NA	
ENSG00000248590	NA	GLDCP1
ENSG00000248613	NA	
ENSG00000248635	NA	
ENSG00000248639	NA	
ENSG00000248640	NA	HNRNPA1P56
ENSG00000248641	NA	HMGA1P2
ENSG00000248646	NA	
ENSG00000248660	NA	SRIP1
ENSG00000248692	NA	ADGRL3-AS1
ENSG00000248719	NA	
ENSG00000248763	NA	
ENSG00000248824	NA	
ENSG00000248831	NA	
ENSG00000248847	NA	
ENSG00000248848	10895	PPBPP2
ENSG00000248866	NA	USP46-DT
ENSG00000248886	NA	UGT2A3P7
ENSG00000248926	NA	
ENSG00000248956	NA	HMGB1P44
ENSG00000248998	NA	EFL1P2
ENSG00000249036	NA	
ENSG00000249045	NA	MTND3P24
ENSG00000249051	NA	
ENSG00000249066	NA	LINC02496
ENSG00000249072	NA	
ENSG00000249105	NA	
ENSG00000249111	NA	
ENSG00000249170	NA	
ENSG00000249235	NA	
ENSG00000249278	NA	
ENSG00000249307	NA	LINC01088
ENSG00000249337	NA	SNX18P25
ENSG00000249341	100506444	
ENSG00000249351	NA	
ENSG00000249382	105377245	LINC02619
ENSG00000249392	NA	
ENSG00000249413	NA	
ENSG00000249472	NA	
ENSG00000249531	NA	
ENSG00000249565	NA	SERBP1P5
ENSG00000249646	NA	OR7E94P
ENSG00000249686	NA	
ENSG00000249693	100506564	THEGL
ENSG00000249700	100506462	SRD5A3-AS1
ENSG00000249706	NA	
ENSG00000249717	100507388	PARM1-AS1
ENSG00000249727	NA	
ENSG00000249735	NA	
ENSG00000249763	NA	
ENSG00000249831	NA	
ENSG00000249858	NA	SNX5P1
ENSG00000249890	NA	
