ensembl_gene_id	entrezgene_id	external_gene_name
ENSMUSG00000049630	227580	C1ql3
ENSMUSG00000051154	12238	Commd3
ENSMUSG00000052403	NA	Fcnaos
ENSMUSG00000053702	74103	Nebl
ENSMUSG00000054057	NA	A930004D18Rik
ENSMUSG00000054074	72668	Skida1
ENSMUSG00000056329	NA	1810010K12Rik
ENSMUSG00000056718	NA	Gm13199
ENSMUSG00000057914	12296	Cacnb2
ENSMUSG00000058594	50755	Fbh1
ENSMUSG00000058835	11308	Abi1
ENSMUSG00000059555	227612	Tor4a
ENSMUSG00000060795	NA	Gm13363
ENSMUSG00000061186	353282	Sfmbt2
ENSMUSG00000061531	625286	Tmem236
ENSMUSG00000061809	227606	Tbpl2
ENSMUSG00000062319	NA	Gm10115
ENSMUSG00000062651	68231	H2al2a
ENSMUSG00000063275	30963	Hacd1
ENSMUSG00000064919	NA	Gm22572
ENSMUSG00000064964	NA	Gm25147
ENSMUSG00000065253	NA	Gm23970
ENSMUSG00000065644	NA	Gm25859
ENSMUSG00000065798	NA	Gm25518
ENSMUSG00000065824	NA	Gm26315
ENSMUSG00000069132	18232	Nxph2
ENSMUSG00000069136	NA	A130006I12Rik
ENSMUSG00000069188	NA	Gm13192
ENSMUSG00000070099	NA	Mir466
ENSMUSG00000070271	NA	Gm13268
ENSMUSG00000075514	NA	Gm13375
ENSMUSG00000075520	102635496	Malrd1
ENSMUSG00000075525	NA	Gm10849
ENSMUSG00000075534	NA	Gm13262
ENSMUSG00000075538	NA	Gm10855
ENSMUSG00000076014	NA	Mir669a-2
ENSMUSG00000076028	NA	Mir669a-3
ENSMUSG00000076118	NA	Mir669c
ENSMUSG00000076126	NA	Mir669b
ENSMUSG00000076222	NA	Mir297b
ENSMUSG00000076948	NA	Mir467e
ENSMUSG00000076950	NA	Gm24933
ENSMUSG00000076956	NA	Mir297a-3
ENSMUSG00000076959	NA	Mir669l
ENSMUSG00000076966	NA	Mir466b-2
ENSMUSG00000076976	NA	Mir297c
ENSMUSG00000076983	NA	Mir297a-2
ENSMUSG00000076994	NA	Mir466b-3
ENSMUSG00000077021	NA	Mir467d
ENSMUSG00000077038	NA	Mir669f
ENSMUSG00000077049	NA	Mir467c
ENSMUSG00000077086	NA	Mir669o
ENSMUSG00000077095	NA	Gm24342
ENSMUSG00000077104	NA	Gm25263
ENSMUSG00000077113	NA	Mir466p
ENSMUSG00000077131	NA	Gm23578
ENSMUSG00000077342	NA	Gm24670
ENSMUSG00000077396	NA	Gm24340
ENSMUSG00000077572	NA	Gm24886
ENSMUSG00000077733	NA	Gm23608
ENSMUSG00000077834	NA	Mir669d
ENSMUSG00000077897	NA	Mir511
ENSMUSG00000077941	NA	Mir466h
ENSMUSG00000077954	NA	Mir297a-4
ENSMUSG00000077972	NA	Mir466f-1
ENSMUSG00000077981	NA	Mir466f-3
ENSMUSG00000077991	NA	Mir466n
ENSMUSG00000077998	NA	Mir466f-2
ENSMUSG00000078025	NA	Mir466g
ENSMUSG00000078026	NA	Mir466o
ENSMUSG00000078031	NA	Mir466d
ENSMUSG00000078060	NA	Mir466l
ENSMUSG00000078201	227615	Tmem203
ENSMUSG00000078202	67122	Nrarp
ENSMUSG00000079602	NA	9230102O04Rik
ENSMUSG00000079603	NA	Gm13218
ENSMUSG00000079604	NA	Gm13219
ENSMUSG00000080227	NA	Gm13343
ENSMUSG00000080405	NA	Gm23651
ENSMUSG00000080459	NA	Mir669g
ENSMUSG00000080476	NA	Gm25316
ENSMUSG00000080500	NA	Gm22072
ENSMUSG00000080504	NA	Mir669d-2
ENSMUSG00000080558	NA	Gm22091
ENSMUSG00000080594	NA	Mir669h
ENSMUSG00000080624	NA	Gm22678
ENSMUSG00000080627	NA	Gm22677
ENSMUSG00000080649	NA	Gm26156
ENSMUSG00000080653	NA	Mir669e
ENSMUSG00000080657	NA	Mir669i
ENSMUSG00000080684	NA	Gm23988
ENSMUSG00000080686	NA	Gm24806
ENSMUSG00000080801	NA	Gm13310
ENSMUSG00000080820	NA	Gm13197
ENSMUSG00000080846	NA	Gm13379
ENSMUSG00000080930	NA	Gm13367
ENSMUSG00000081005	NA	Gm13198
ENSMUSG00000081008	NA	Gm13314
ENSMUSG00000081116	NA	Gm13329
ENSMUSG00000081128	NA	Gm13328
ENSMUSG00000081139	NA	Gm13333
ENSMUSG00000081181	NA	Gm13353
ENSMUSG00000081202	NA	Gm13220
ENSMUSG00000081245	NA	Gm6587
ENSMUSG00000081367	NA	Gm13265
ENSMUSG00000081389	NA	Gm13368
ENSMUSG00000081467	NA	Gm13337
ENSMUSG00000081519	NA	Gm13331
ENSMUSG00000081525	NA	Gm13325
ENSMUSG00000081619	NA	Gm13351
ENSMUSG00000081648	NA	Gm13423
ENSMUSG00000081693	NA	Gm13297
ENSMUSG00000081851	NA	Gm13323
ENSMUSG00000081861	NA	Gm14441
ENSMUSG00000082013	NA	Gm13216
ENSMUSG00000082164	NA	Gm13360
ENSMUSG00000082235	NA	Gm13326
ENSMUSG00000082307	NA	Gm13418
ENSMUSG00000082314	NA	Gm13296
ENSMUSG00000082332	NA	Gm13384
ENSMUSG00000082424	NA	Gm13292
ENSMUSG00000082516	NA	Gm13342
ENSMUSG00000082520	NA	Gm13349
ENSMUSG00000082542	NA	Gm13311
ENSMUSG00000082632	NA	Gm13365
ENSMUSG00000082727	NA	Gm13260
ENSMUSG00000082795	NA	Gm13193
ENSMUSG00000082871	NA	Gm13263
ENSMUSG00000082884	NA	Gm13339
ENSMUSG00000082943	NA	Gm13355
ENSMUSG00000082953	NA	Gm13217
ENSMUSG00000083043	NA	Gm13433
ENSMUSG00000083057	NA	Gm13356
ENSMUSG00000083070	NA	Gm13350
ENSMUSG00000083116	NA	Gm13410
ENSMUSG00000083172	NA	Gm13409
ENSMUSG00000083252	NA	Gm13210
ENSMUSG00000083269	NA	Gm13254
ENSMUSG00000083281	NA	Gm13332
ENSMUSG00000083305	NA	Gm13315
ENSMUSG00000083373	NA	Gm13392
ENSMUSG00000083407	NA	Gm13176
ENSMUSG00000083423	NA	Gm13221
ENSMUSG00000083453	NA	Gm13338
ENSMUSG00000083528	NA	Gm13432
ENSMUSG00000083545	NA	Gm13320
ENSMUSG00000083547	NA	Gm13321
ENSMUSG00000083563	NA	Gm13340
ENSMUSG00000083631	NA	Gm13366
ENSMUSG00000083633	NA	Gm13312
ENSMUSG00000083650	NA	Gm13357
ENSMUSG00000083729	NA	Sh3d2c-ps1
ENSMUSG00000083777	NA	Gm13361
ENSMUSG00000083796	NA	Gm13369
ENSMUSG00000083860	NA	Gm13313
ENSMUSG00000083863	NA	Gm13341
ENSMUSG00000083893	NA	Gm13347
ENSMUSG00000083900	NA	Gm13294
ENSMUSG00000083973	NA	Gm13459
ENSMUSG00000084071	NA	Gm13378
ENSMUSG00000084098	NA	Gm13422
ENSMUSG00000084160	NA	Gm13345
ENSMUSG00000084241	NA	Gm13416
ENSMUSG00000084374	NA	Gm13255
ENSMUSG00000084383	NA	Gm13370
ENSMUSG00000084560	NA	Gm26478
ENSMUSG00000084606	NA	Gm23118
ENSMUSG00000084625	NA	Gm25544
ENSMUSG00000084901	NA	Gm13266
ENSMUSG00000085057	NA	Gm13415
ENSMUSG00000085070	NA	Gm13211
ENSMUSG00000085100	NA	Gm13324
ENSMUSG00000085193	NA	Gm13322
ENSMUSG00000085206	NA	Gm13380
ENSMUSG00000085257	NA	Gm13264
ENSMUSG00000085281	NA	Gm13316
ENSMUSG00000085319	NA	Gm13330
ENSMUSG00000085330	NA	Gm13417
ENSMUSG00000085353	NA	1700092C17Rik
ENSMUSG00000085388	NA	Ptf1aos
ENSMUSG00000085477	NA	Gm13335
ENSMUSG00000085580	NA	1700061F12Rik
ENSMUSG00000085680	NA	Gm13327
ENSMUSG00000085716	NA	Gm13388
ENSMUSG00000085818	NA	Gm13267
ENSMUSG00000085830	320354	Grin1os
ENSMUSG00000085999	NA	Gm13411
ENSMUSG00000086006	NA	Gm13293
ENSMUSG00000086109	NA	Gm13391
ENSMUSG00000086340	NA	1810059C17Rik
ENSMUSG00000086358	NA	Gm13270
ENSMUSG00000086418	NA	Gm13362
ENSMUSG00000086430	NA	4930551O13Rik
ENSMUSG00000086491	NA	Gm13291
ENSMUSG00000086618	NA	Gm13256
ENSMUSG00000086621	NA	Gm13348
ENSMUSG00000086657	NA	Stamos
ENSMUSG00000086670	115489434	Gm13194
ENSMUSG00000086748	NA	Gm13261
ENSMUSG00000086821	NA	Gm13377
ENSMUSG00000086843	NA	E030013I19Rik
ENSMUSG00000086882	NA	Gm13352
ENSMUSG00000087028	NA	Gm13387
ENSMUSG00000087079	NA	Gm13389
ENSMUSG00000087086	NA	Gm13269
ENSMUSG00000087103	NA	Gm13344
ENSMUSG00000087125	NA	A230108P19Rik
ENSMUSG00000087219	NA	Gm13376
ENSMUSG00000087246	NA	Gm13346
ENSMUSG00000087485	NA	Gm13383
ENSMUSG00000087674	NA	4930447M23Rik
ENSMUSG00000088171	NA	Gm25220
ENSMUSG00000088368	NA	Gm26323
ENSMUSG00000088571	NA	Gm25455
ENSMUSG00000088574	NA	Gm24534
ENSMUSG00000088833	NA	Gm23542
ENSMUSG00000088980	NA	Mir669m-2
ENSMUSG00000089007	NA	Gm23877
ENSMUSG00000089472	NA	Gm25368
ENSMUSG00000089513	NA	Gm24875
ENSMUSG00000089570	NA	Mir669m-1
ENSMUSG00000089576	NA	Gm23007
ENSMUSG00000089953	329360	Rnf224
ENSMUSG00000091312	NA	Gm17490
ENSMUSG00000091457	NA	Gm17171
ENSMUSG00000092353	NA	Gm20539
ENSMUSG00000092697	NA	Gm22925
ENSMUSG00000092793	NA	Mir466m
ENSMUSG00000092811	NA	Gm23636
ENSMUSG00000092814	NA	Gm23638
ENSMUSG00000092845	NA	Gm24328
ENSMUSG00000092961	NA	Gm22239
ENSMUSG00000093190	NA	Gm22875
ENSMUSG00000093900	NA	Mir669p-2
ENSMUSG00000093907	NA	Gm25022
ENSMUSG00000093914	NA	Gm22166
ENSMUSG00000093995	NA	Gm26426
ENSMUSG00000094009	NA	Gm24167
ENSMUSG00000094067	NA	Gm25158
ENSMUSG00000094101	NA	Gm22775
ENSMUSG00000094159	NA	Mir467a-5
ENSMUSG00000094165	NA	Gm26073
ENSMUSG00000094190	NA	Gm25451
ENSMUSG00000094261	NA	Mir466b-6
ENSMUSG00000094297	NA	Mir669k
ENSMUSG00000094327	NA	Gm26398
ENSMUSG00000094330	NA	Gm22051
ENSMUSG00000094363	NA	Gm26060
ENSMUSG00000094457	NA	Gm22626
ENSMUSG00000094506	NA	Gm26229
ENSMUSG00000094659	NA	Mir466c-2
ENSMUSG00000094688	NA	Mir467a-7
ENSMUSG00000094709	NA	Gm24488
ENSMUSG00000094927	NA	Gm24761
ENSMUSG00000094943	NA	Gm25753
ENSMUSG00000095051	NA	Gm25673
ENSMUSG00000095151	NA	Gm24028
ENSMUSG00000095198	NA	Mir467a-3
ENSMUSG00000095222	NA	Mir467a-9
ENSMUSG00000095269	NA	Mir466b-8
ENSMUSG00000095336	NA	Gm24315
ENSMUSG00000095340	NA	Mir669j
ENSMUSG00000095509	NA	Mir467b
ENSMUSG00000095536	NA	Gm25285
ENSMUSG00000095699	NA	Gm26092
ENSMUSG00000095786	NA	Gm24673
ENSMUSG00000095843	NA	Gm26491
ENSMUSG00000095884	NA	Gm26431
ENSMUSG00000095938	NA	Gm25701
ENSMUSG00000095951	NA	Gm23963
ENSMUSG00000096027	NA	Mir467a-2
ENSMUSG00000096053	NA	Gm25943
ENSMUSG00000096113	NA	Mir466b-5
ENSMUSG00000096134	NA	Mir669p-1
ENSMUSG00000096239	NA	Mir466b-4
ENSMUSG00000096264	NA	Gm23108
ENSMUSG00000096360	NA	Mir466b-7
ENSMUSG00000096492	NA	Mir467a-4
ENSMUSG00000096512	NA	Mir467a-8
ENSMUSG00000096583	NA	Mir669a-1
ENSMUSG00000096587	NA	Mir467a-6
ENSMUSG00000096624	NA	Mir467a-1
ENSMUSG00000096651	NA	Gm25680
ENSMUSG00000096748	NA	Gm22635
ENSMUSG00000096782	NA	Gm24640
ENSMUSG00000096835	NA	Gm23288
ENSMUSG00000096880	NA	Gm23569
ENSMUSG00000096889	NA	Gm23571
ENSMUSG00000096894	NA	Mir467a-10
ENSMUSG00000097638	NA	Carlr
ENSMUSG00000098575	NA	Gm27446
ENSMUSG00000099050	NA	Mir7655
ENSMUSG00000099120	NA	Gm27193
ENSMUSG00000099161	NA	Mir6419
ENSMUSG00000099246	NA	Gm27540
ENSMUSG00000099320	NA	Mir7664
ENSMUSG00000099424	NA	Gm28641
ENSMUSG00000102196	NA	Gm38171
ENSMUSG00000102258	NA	Gm38257
ENSMUSG00000102329	NA	Gm10851
ENSMUSG00000102376	NA	Gm37975
ENSMUSG00000102553	NA	D930036K23Rik
ENSMUSG00000102591	NA	Gm38383
ENSMUSG00000102599	NA	Gm38386
ENSMUSG00000102630	NA	Gm37289
ENSMUSG00000102673	NA	Gm37437
ENSMUSG00000102674	NA	8030442B05Rik
ENSMUSG00000102691	NA	Gm37780
ENSMUSG00000102704	NA	Gm38309
ENSMUSG00000102734	NA	Gm37343
ENSMUSG00000102875	NA	Gm37139
ENSMUSG00000102887	NA	Gm10857
ENSMUSG00000102894	NA	Gm37851
ENSMUSG00000102900	NA	Gm37811
ENSMUSG00000102992	NA	Gm37766
ENSMUSG00000103050	NA	Gm38273
ENSMUSG00000103143	NA	Gm37742
ENSMUSG00000103162	NA	Gm38147
ENSMUSG00000103217	NA	Gm38287
ENSMUSG00000103223	NA	Gm37730
ENSMUSG00000103232	NA	Gm37160
ENSMUSG00000103237	NA	Gm18547
ENSMUSG00000103253	NA	Gm37520
ENSMUSG00000103321	NA	4933403L11Rik
ENSMUSG00000103356	NA	Gm37595
ENSMUSG00000103360	NA	Gm38156
ENSMUSG00000103412	NA	Gm37340
ENSMUSG00000103475	NA	Gm37697
ENSMUSG00000103542	NA	Gm34768
ENSMUSG00000103570	NA	C630004M23Rik
ENSMUSG00000103599	NA	Gm37356
ENSMUSG00000103774	NA	Gm36932
ENSMUSG00000103778	NA	Gm36930
ENSMUSG00000103865	NA	Gm37416
ENSMUSG00000103885	NA	Gm37006
ENSMUSG00000103901	NA	Gm37499
ENSMUSG00000103926	NA	Gm37894
ENSMUSG00000104034	NA	2900092N22Rik
ENSMUSG00000104045	NA	Gm37565
ENSMUSG00000104101	NA	Gm37881
ENSMUSG00000104106	NA	Gm10848
ENSMUSG00000104153	NA	Gm38105
ENSMUSG00000104173	NA	Gm37703
ENSMUSG00000104174	NA	Gm37701
ENSMUSG00000104271	NA	Gm37891
ENSMUSG00000104276	NA	Gm37866
ENSMUSG00000104354	NA	Gm37126
ENSMUSG00000104406	NA	Gm38014
ENSMUSG00000104449	NA	Gm37255
ENSMUSG00000104459	NA	Gm37824
ENSMUSG00000104561	NA	Mir466c-1
ENSMUSG00000104652	NA	Mir669a-8
ENSMUSG00000104734	NA	Mir669a-5
ENSMUSG00000104741	NA	Mir3087
ENSMUSG00000104933	NA	Mir466e
ENSMUSG00000105182	NA	Mir669a-9
ENSMUSG00000105330	NA	Mir669a-6
ENSMUSG00000105365	NA	Mir669a-10
ENSMUSG00000105546	NA	Mir669a-4
ENSMUSG00000105783	NA	Mir669a-12
ENSMUSG00000105927	NA	Gm44457
ENSMUSG00000106027	NA	Mir669a-7
ENSMUSG00000106199	NA	Mir3967
ENSMUSG00000106488	NA	Mir669a-11
ENSMUSG00000106608	NA	Mir466b-1
ENSMUSG00000000392	14089	Fap
ENSMUSG00000000394	14526	Gcg
ENSMUSG00000001815	14029	Evx2
ENSMUSG00000001819	15433	Hoxd13
ENSMUSG00000001823	15432	Hoxd12
ENSMUSG00000002731	23992	Prkra
ENSMUSG00000002732	14231	Fkbp7
ENSMUSG00000002733	83435	Plekha3
ENSMUSG00000004085	65964	Map3k20
ENSMUSG00000005232	14378	G6pc2
ENSMUSG00000005233	66442	Spc25
ENSMUSG00000006494	228026	Pdk1
ENSMUSG00000008226	74616	Scrn3
ENSMUSG00000009207	69605	Lnpk
ENSMUSG00000009555	107951	Cdk9
ENSMUSG00000009563	30933	Tor2a
ENSMUSG00000009566	14287	Fpgs
ENSMUSG00000009614	192166	Sardh
ENSMUSG00000009621	22325	Vav2
ENSMUSG00000014852	279028	Adamts13
ENSMUSG00000014867	20932	Surf4
ENSMUSG00000014873	20931	Surf2
ENSMUSG00000014959	70231	Gorasp2
ENSMUSG00000015335	66220	Zdhhc12
ENSMUSG00000015337	13804	Endog
ENSMUSG00000015488	381356	Cacfd1
ENSMUSG00000015776	20933	Med22
ENSMUSG00000015787	80908	Abo
ENSMUSG00000015790	20930	Surf1
ENSMUSG00000015839	18024	Nfe2l2
ENSMUSG00000015846	20181	Rxra
ENSMUSG00000017144	74194	Rnd3
ENSMUSG00000017412	12298	Cacnb4
ENSMUSG00000018770	228033	Atp5g3
ENSMUSG00000019715	74412	Gle1
ENSMUSG00000023210	77704	Lcn9
ENSMUSG00000026749	59126	Nek6
ENSMUSG00000026750	19177	Psmb7
ENSMUSG00000026751	26423	Nr5a1
ENSMUSG00000026753	67857	Ppp6c
ENSMUSG00000026754	76899	Golga1
ENSMUSG00000026755	74192	Arpc5l
ENSMUSG00000026785	263803	Pkn3
ENSMUSG00000026788	71834	Zbtb43
ENSMUSG00000026790	18286	Odf2
ENSMUSG00000026791	56017	Slc2a8
ENSMUSG00000026792	227738	Lrsam1
ENSMUSG00000026796	227737	Fam129b
ENSMUSG00000026797	20910	Stxbp1
ENSMUSG00000026798	227683	Coq4
ENSMUSG00000026799	68975	Med27
ENSMUSG00000026803	22130	Ttf1
ENSMUSG00000026805	54422	Barhl1
ENSMUSG00000026806	227674	Ddx31
ENSMUSG00000026807	68870	Ak8
ENSMUSG00000026809	69987	Spaca9
ENSMUSG00000026810	13481	Dpm2
ENSMUSG00000026811	50935	St6galnac6
ENSMUSG00000026812	64930	Tsc1
ENSMUSG00000026814	13805	Eng
ENSMUSG00000026815	14582	Gfi1b
ENSMUSG00000026816	70239	Gtf3c5
ENSMUSG00000026817	11636	Ak1
ENSMUSG00000026818	12613	Cel
ENSMUSG00000026819	227731	Slc25a25
ENSMUSG00000026820	96979	Ptges2
ENSMUSG00000026821	19730	Ralgds
ENSMUSG00000026822	16819	Lcn2
ENSMUSG00000026825	13429	Dnm1
ENSMUSG00000026829	227671	Gbgt1
ENSMUSG00000026831	69327	1700007K13Rik
ENSMUSG00000026833	56177	Olfm1
ENSMUSG00000026835	14134	Fcnb
ENSMUSG00000026837	12831	Col5a1
ENSMUSG00000026840	23928	Lamc3
ENSMUSG00000026841	98970	Fibcd1
ENSMUSG00000026842	11350	Abl1
ENSMUSG00000026843	320267	Fubp3
ENSMUSG00000026848	30934	Tor1b
ENSMUSG00000026849	30931	Tor1a
ENSMUSG00000026851	227707	BC005624
ENSMUSG00000026853	12908	Crat
ENSMUSG00000026854	74270	Usp20
ENSMUSG00000026856	57170	Dolpp1
ENSMUSG00000026857	66617	Ntmt1
ENSMUSG00000026858	108958	Miga2
ENSMUSG00000026860	227700	Sh3glb2
ENSMUSG00000026864	14828	Hspa5
ENSMUSG00000026866	70789	Kynu
ENSMUSG00000026867	66691	Gapvd1
ENSMUSG00000026869	66998	Psmd5
ENSMUSG00000026870	77996	Cutal
ENSMUSG00000026872	24136	Zeb2
ENSMUSG00000026873	74016	Phf19
ENSMUSG00000026874	15139	Hc
ENSMUSG00000026875	22029	Traf1
ENSMUSG00000026878	68365	Rab14
ENSMUSG00000026879	227753	Gsn
ENSMUSG00000026880	13830	Stom
ENSMUSG00000026882	75859	4930568D16Rik
ENSMUSG00000026883	69601	Dab2ip
ENSMUSG00000026885	74410	Ttll11
ENSMUSG00000026887	67871	Mrrf
ENSMUSG00000026889	67889	Rbm18
ENSMUSG00000026890	16874	Lhx6
ENSMUSG00000026894	75495	Morn5
ENSMUSG00000026895	68375	Ndufa8
ENSMUSG00000026915	20744	Strbp
ENSMUSG00000026917	140858	Wdr5
ENSMUSG00000026918	67382	Brd3
ENSMUSG00000026919	16821	Lcn4
ENSMUSG00000026921	353156	Egfl7
ENSMUSG00000026922	67512	Agpat2
ENSMUSG00000026923	18128	Notch1
ENSMUSG00000026924	227648	Sec16a
ENSMUSG00000026925	64436	Inpp5e
ENSMUSG00000026926	66865	Pmpca
ENSMUSG00000026927	68112	Entr1
ENSMUSG00000026928	332579	Card9
ENSMUSG00000026930	67839	Gpsm1
ENSMUSG00000026932	67991	Nacc2
ENSMUSG00000026933	227634	Camsap1
ENSMUSG00000026934	16871	Lhx3
ENSMUSG00000026936	16820	Lcn3
ENSMUSG00000035236	320271	Scai
ENSMUSG00000035295	76646	Wdr38
ENSMUSG00000035392	227801	Dennd1a
ENSMUSG00000035403	241324	Crb2
ENSMUSG00000035437	227800	Rabgap1
ENSMUSG00000035513	171171	Ntng2
ENSMUSG00000035666	269252	Gtf3c4
ENSMUSG00000035772	118451	Mrps2
ENSMUSG00000035778	14594	Ggta1
ENSMUSG00000035829	241289	Ppp1r26
ENSMUSG00000035875	98870	AI182371
ENSMUSG00000035949	30050	Fbxw2
ENSMUSG00000036040	77794	Adamtsl2
ENSMUSG00000036067	227659	Slc2a6
ENSMUSG00000036160	20935	Surf6
ENSMUSG00000036186	56279	Dipk1b
ENSMUSG00000036281	227644	Snapc4
ENSMUSG00000036327	227638	Qsox2
ENSMUSG00000036352	98766	Ubac1
ENSMUSG00000036401	71103	Glt6d1
ENSMUSG00000036890	227835	Gtdc1
ENSMUSG00000038696	227743	Mapkap1
ENSMUSG00000038718	18516	Pbx3
ENSMUSG00000038740	72543	Mvb12b
ENSMUSG00000038765	16917	Lmx1b
ENSMUSG00000038831	241308	Ralgps1
ENSMUSG00000038860	99326	Garnl3
ENSMUSG00000038900	269261	Rpl12
ENSMUSG00000038987	227736	Cfap157
ENSMUSG00000039021	338348	Ttc16
ENSMUSG00000039157	98952	Fam102a
ENSMUSG00000039164	71254	Naif1
ENSMUSG00000039195	73737	1110008P14Rik
ENSMUSG00000039205	68379	Ciz1
ENSMUSG00000039254	99011	Pomt1
ENSMUSG00000039262	227723	Prrc2b
ENSMUSG00000039356	227715	Exosc2
ENSMUSG00000039476	20204	Prrx2
ENSMUSG00000039483	72323	Asb6
ENSMUSG00000039515	110854	Ptpa
ENSMUSG00000039648	70266	Kyat1
ENSMUSG00000039660	227695	Spout1
ENSMUSG00000039678	70296	Tbc1d13
ENSMUSG00000039686	227693	Zer1
ENSMUSG00000039715	71820	Wdr34
ENSMUSG00000039787	99151	Cercam
ENSMUSG00000039798	NA	2600006K01Rik
ENSMUSG00000039826	227682	Trub2
ENSMUSG00000039844	107746	Rapgef1
ENSMUSG00000043102	227717	Qrfp
ENSMUSG00000043535	269254	Setx
ENSMUSG00000044320	73598	1700001O22Rik
ENSMUSG00000044627	72931	Swi5
ENSMUSG00000045684	620709	Lcn6
ENSMUSG00000046618	241327	Olfml2a
ENSMUSG00000046854	227733	Pip5kl1
ENSMUSG00000047250	19224	Ptgs1
ENSMUSG00000047356	332578	Lcn10
ENSMUSG00000047363	78617	Cstad
ENSMUSG00000048038	329366	Ccdc187
ENSMUSG00000048316	NA	Gm9823
ENSMUSG00000049018	258371	Olfr368
ENSMUSG00000049086	107771	Bmyc
ENSMUSG00000049094	545417	Olfr367-ps
ENSMUSG00000049252	94217	Lrp1b
ENSMUSG00000049315	258946	Olfr348
ENSMUSG00000049744	76117	Arhgap15
ENSMUSG00000049897	279029	Stkld1
ENSMUSG00000050015	258620	Olfr350
ENSMUSG00000050592	241303	Fam78a
ENSMUSG00000050714	320633	Zbtb26
ENSMUSG00000050737	64292	Ptges
ENSMUSG00000051373	227721	Plpp7
ENSMUSG00000052248	NA	Zeb2os
ENSMUSG00000052406	227656	Rexo4
ENSMUSG00000052533	227699	Nup188
ENSMUSG00000052951	NA	C130021I20Rik
ENSMUSG00000053146	258942	Olfr352
ENSMUSG00000053164	338346	Gpr21
ENSMUSG00000053746	329384	Ptrh1
ENSMUSG00000054766	56086	Set
ENSMUSG00000055088	258941	Olfr354
ENSMUSG00000055632	665700	Hmcn2
ENSMUSG00000055838	258616	Olfr357
ENSMUSG00000057110	26920	Cntrl
ENSMUSG00000057738	20740	Sptan1
ENSMUSG00000058740	227632	Kcnt1
ENSMUSG00000059013	27387	Sh2d3c
ENSMUSG00000059251	258947	Olfr345
ENSMUSG00000059316	26569	Slc27a4
ENSMUSG00000059429	258656	Olfr365
ENSMUSG00000059625	227631	Sohlh1
ENSMUSG00000062061	227627	Obp2a
ENSMUSG00000062647	27176	Rpl7a
ENSMUSG00000062661	14299	Ncs1
ENSMUSG00000062997	66489	Rpl35
ENSMUSG00000063611	NA	Gm10134
ENSMUSG00000063972	14536	Nr6a1
ENSMUSG00000064468	NA	Gm25081
ENSMUSG00000064626	NA	Gm22306
ENSMUSG00000064652	NA	Gm24165
ENSMUSG00000064829	NA	Gm22879
ENSMUSG00000064858	NA	Snora43
ENSMUSG00000065124	NA	Snora65
ENSMUSG00000065127	NA	Gm26127
ENSMUSG00000065258	NA	Gm23969
ENSMUSG00000065295	NA	Gm24134
ENSMUSG00000065423	NA	Mir181a-2
ENSMUSG00000065485	NA	Mir219a-2
ENSMUSG00000065540	NA	Mir126a
ENSMUSG00000065578	NA	Mir181b-2
ENSMUSG00000066068	NA	Gm13611
ENSMUSG00000066798	241322	Zbtb6
ENSMUSG00000068947	236509	Olfr366
ENSMUSG00000068948	NA	Olfr363-ps
ENSMUSG00000068950	258949	Olfr338
ENSMUSG00000068966	241311	Zbtb34
ENSMUSG00000069020	68205	Urm1
ENSMUSG00000069080	227630	Lcn11
ENSMUSG00000070943	258617	Olfr356
ENSMUSG00000070953	227746	Rabepk
ENSMUSG00000075376	319817	Rc3h2
ENSMUSG00000075377	259053	Olfr362
ENSMUSG00000075378	258365	Olfr361
ENSMUSG00000075379	227789	Olfr358
ENSMUSG00000075380	258618	Olfr355
ENSMUSG00000075382	258943	Olfr353
ENSMUSG00000075383	258944	Olfr351
ENSMUSG00000075384	18328	Olfr3
ENSMUSG00000075387	258952	Olfr341
ENSMUSG00000075391	NA	Glo1-ps
ENSMUSG00000075405	NA	9430097D07Rik
ENSMUSG00000075415	14269	Fnbp1
ENSMUSG00000075416	NA	Gm14488
ENSMUSG00000075419	227697	Dolk
ENSMUSG00000075425	433416	Gm13547
ENSMUSG00000075467	52838	Dnlz
ENSMUSG00000076364	NA	Gm24049
ENSMUSG00000076441	11898	Ass1
ENSMUSG00000077192	NA	Snora17
ENSMUSG00000077351	NA	Gm24350
ENSMUSG00000077756	NA	Snord90
ENSMUSG00000078061	NA	Gm22824
ENSMUSG00000078198	NA	Olfr364-ps1
ENSMUSG00000079421	74854	4930402F06Rik
ENSMUSG00000079442	20448	St6galnac4
ENSMUSG00000079466	381359	Prdm12
ENSMUSG00000079484	227696	Phyhd1
ENSMUSG00000079497	433415	Gm13420
ENSMUSG00000079499	NA	6530402F18Rik
ENSMUSG00000079502	329375	Cfap77
ENSMUSG00000079539	383678	Obp2b
ENSMUSG00000080538	NA	Gm25541
ENSMUSG00000080936	NA	Olfr337-ps1
ENSMUSG00000080960	NA	Olfr343-ps1
ENSMUSG00000080994	NA	Gm13464
ENSMUSG00000081085	NA	Gm13463
ENSMUSG00000081144	NA	Vmn2r-ps2
ENSMUSG00000081174	NA	Gm13439
ENSMUSG00000081244	NA	Gm13529
ENSMUSG00000081421	NA	Gm13445
ENSMUSG00000081480	NA	Gm13608
ENSMUSG00000081496	NA	Gm13428
ENSMUSG00000081577	NA	Gm13455
ENSMUSG00000081591	NA	Gm13440
ENSMUSG00000081737	NA	Olfr359-ps1
